File: series_8
Data points: 999
Detected representative subsequence: 3

Representative subsequence 1: position=[122,147]
Representative subsequence 2: position=[199,239]
Representative subsequence 3: position=[255,308]

==== ClaSP Scores ====
Timestep, Score
100, 0.658117
120, 0.781555
140, 0.783440
160, 0.802067
180, 0.810423
200, 0.845761
220, 0.856750
240, 0.827074
260, 0.809895
280, 0.806457
300, 0.788391
320, 0.771024
340, 0.774435
360, 0.746560
380, 0.736755
400, 0.743900
420, 0.741274
440, 0.736361
460, 0.708098
480, 0.693029
500, 0.680597
520, 0.694769
540, 0.721639
560, 0.718726
580, 0.695499
600, 0.702264
620, 0.724718
640, 0.721153
660, 0.742501
680, 0.763459
700, 0.744529
720, 0.683649
740, 0.659496
760, 0.635279
780, 0.630548
800, 0.628008
820, 0.645674
840, 0.615731
860, 0.594448
