Index,Dataset,Representative_Subsequence_Positions,DetectTime
1,ETTm,"[97,137],[159,199]",0.2808
2,ETTm,"[97,138],[150,190]",0.2766
3,ETTm,"[97,137],[169,209]",0.2779
4,ETTm,"[96,139]",0.2259
5,ETTm,"[118,139],[196,221],[810,830]",0.327
6,ETTm,"[118,152],[197,218],[518,538]",0.3428
7,ETTm,"[92,234],[305,345],[359,399],[423,463],[533,573]",0.552
