File: series_0
Data points: 45216
Detected representative subsequence: 50

Representative subsequence 1: position=[100,137]
Representative subsequence 2: position=[398,420]
Representative subsequence 3: position=[462,482]
Representative subsequence 4: position=[483,503]
Representative subsequence 5: position=[547,575]
Representative subsequence 6: position=[833,853]
Representative subsequence 7: position=[956,976]
Representative subsequence 8: position=[979,999]
Representative subsequence 9: position=[1070,1090]
Representative subsequence 10: position=[1236,1284]
Representative subsequence 11: position=[1288,1311]
Representative subsequence 12: position=[1855,1875]
Representative subsequence 13: position=[2046,2066]
Representative subsequence 14: position=[2163,2203]
Representative subsequence 15: position=[2603,2623]
Representative subsequence 16: position=[3693,3739]
Representative subsequence 17: position=[3919,3939]
Representative subsequence 18: position=[4374,4404]
Representative subsequence 19: position=[5485,5505]
Representative subsequence 20: position=[6631,6651]
Representative subsequence 21: position=[10549,10609]
Representative subsequence 22: position=[18635,18655]
Representative subsequence 23: position=[19325,19345]
Representative subsequence 24: position=[19430,19453]
Representative subsequence 25: position=[19816,19838]
Representative subsequence 26: position=[19919,19959]
Representative subsequence 27: position=[19963,19983]
Representative subsequence 28: position=[21812,21832]
Representative subsequence 29: position=[23225,23255]
Representative subsequence 30: position=[23495,23515]
Representative subsequence 31: position=[23867,23896]
Representative subsequence 32: position=[23897,23930]
Representative subsequence 33: position=[23988,24008]
Representative subsequence 34: position=[24080,24101]
Representative subsequence 35: position=[24261,24282]
Representative subsequence 36: position=[24557,24590]
Representative subsequence 37: position=[28555,28575]
Representative subsequence 38: position=[30953,30979]
Representative subsequence 39: position=[33239,33259]
Representative subsequence 40: position=[35129,35156]
Representative subsequence 41: position=[43009,43125]
Representative subsequence 42: position=[43188,43228]
Representative subsequence 43: position=[43268,43333]
Representative subsequence 44: position=[43454,43494]
Representative subsequence 45: position=[43522,43562]
Representative subsequence 46: position=[44197,44237]
Representative subsequence 47: position=[44425,44465]
Representative subsequence 48: position=[44526,44566]
Representative subsequence 49: position=[44669,44709]
Representative subsequence 50: position=[44716,44756]

==== ClaSP Scores ====
Timestep, Score
100, 0.667383
120, 0.666610
140, 0.665958
160, 0.665457
180, 0.664864
200, 0.664375
220, 0.664011
240, 0.663781
260, 0.663471
280, 0.663224
300, 0.663035
320, 0.662863
340, 0.662714
360, 0.662579
380, 0.662365
400, 0.662180
420, 0.662037
440, 0.661905
460, 0.661732
480, 0.661580
500, 0.661458
520, 0.661267
540, 0.662006
560, 0.665310
580, 0.664923
600, 0.664652
620, 0.665061
640, 0.665424
660, 0.665096
680, 0.664699
700, 0.664453
720, 0.664181
740, 0.664499
760, 0.671965
780, 0.672036
800, 0.672586
820, 0.672146
840, 0.671678
860, 0.671339
880, 0.671155
900, 0.670847
920, 0.671024
940, 0.671112
960, 0.674710
980, 0.676519
1000, 0.676544
1020, 0.676108
1040, 0.675591
1060, 0.675180
1080, 0.674779
1100, 0.674288
1120, 0.674073
1140, 0.673673
1160, 0.673629
1180, 0.673073
1200, 0.672954
1220, 0.673649
1240, 0.673721
1260, 0.673738
1280, 0.673441
1300, 0.673010
1320, 0.672358
1340, 0.671893
1360, 0.671486
1380, 0.671200
1400, 0.670830
1420, 0.671133
1440, 0.671118
1460, 0.671067
1480, 0.671156
1500, 0.672824
1520, 0.672489
1540, 0.672306
1560, 0.671935
1580, 0.671604
1600, 0.671245
1620, 0.670945
1640, 0.670628
1660, 0.670285
1680, 0.670038
1700, 0.670495
1720, 0.672031
1740, 0.673711
1760, 0.675825
1780, 0.676401
1800, 0.676049
1820, 0.675678
1840, 0.676446
1860, 0.679476
1880, 0.678975
1900, 0.678608
