Index,Dataset,Representative_Subsequence_Positions,DetectTime
1,Weather_ny,"[100,137],[398,420],[462,482],[483,503],[547,575],[833,853],[956,976],[979,999],[1070,1090],[1236,1284],[1288,1311],[1855,1875],[2046,2066],[2163,2203],[2603,2623],[3693,3739],[3919,3939],[4374,4404],[5485,5505],[6631,6651],[10549,10609],[18635,18655],[19325,19345],[19430,19453],[19816,19838],[19919,19959],[19963,19983],[21812,21832],[23225,23255],[23495,23515],[23867,23896],[23897,23930],[23988,24008],[24080,24101],[24261,24282],[24557,24590],[28555,28575],[30953,30979],[33239,33259],[35129,35156],[43009,43125],[43188,43228],[43268,43333],[43454,43494],[43522,43562],[44197,44237],[44425,44465],[44526,44566],[44669,44709],[44716,44756]",248.0995
2,Weather_ny,"[100,132],[160,182],[313,353],[557,579],[602,622],[639,678],[813,855],[862,896],[911,931],[939,978],[1362,1382],[1424,1444],[1870,1890],[2343,2364],[2824,2844],[3097,3117],[3430,3450],[3456,3476],[3617,3637],[3737,3797],[3870,3890],[4960,4998],[5744,5764],[6170,6190],[6198,6218],[6284,6304],[6306,6326],[6783,6804],[7112,7140],[7295,7315],[7420,7465],[13843,13866],[13875,13918],[13987,14007],[14980,15000],[18211,18231],[18255,18296],[18316,18344],[18372,18392],[18483,18503],[18512,18536],[21510,21530],[24611,24631],[25115,25135],[26865,26898],[26940,26960],[27564,27584],[43184,43258],[43274,43314],[43361,43450],[43462,43502],[43572,43652],[43868,43908],[44176,44216],[44421,44461],[44521,44561],[44564,44604],[44618,44683],[44754,44794],[44817,44857]",242.6044
3,Weather_ny,"[130,154],[426,446],[447,472],[539,559],[694,734],[780,832],[2038,2074],[2704,2724],[4222,4242],[4439,4459],[4505,4550],[4925,4948],[5533,5560],[5761,5783],[6367,6409],[6427,6447],[6474,6494],[6530,6550],[9946,9966],[10004,10034],[10331,10356],[10989,11009],[12354,12374],[12756,12777],[13249,13269],[14039,14065],[14270,14295],[14394,14414],[14561,14604],[14903,14923],[15094,15118],[15122,15142],[19586,19623],[19625,19663],[19828,19854],[19902,19927],[22631,22651],[24003,24025],[24129,24169],[24196,24217],[24442,24482],[24750,24770],[31419,31439],[33217,33237],[33241,33261],[33510,33530],[33552,33572],[33893,33913],[39224,39264],[39694,39714],[39941,39961],[40606,40626],[42983,43043],[43066,43128],[43144,43244],[43381,43441],[43451,43553],[43573,43634],[43821,43861],[43944,43984],[44049,44089],[44134,44174],[44207,44247],[44424,44530]",243.6315
4,Weather_ny,"[104,135],[189,213],[299,320],[432,452],[473,493],[498,528],[560,580],[630,655],[1059,1083],[1787,1808],[1810,1869],[1882,1902],[1917,1956],[2181,2201],[3815,3841],[3906,3929],[4018,4038],[4065,4092],[5411,5455],[5839,5861],[5912,5932],[7460,7511],[9171,9191],[9219,9239],[15194,15216],[15219,15239],[19418,19438],[19511,19531],[19547,19587]",252.7286
5,Weather_ny,"[100,120],[269,299],[398,421],[781,813],[1111,1131],[1963,2007],[2015,2035],[2681,2701],[3813,3860],[3905,3925],[4421,4462],[4699,4719],[5010,5073],[5278,5301],[5756,5779],[5907,5936],[6255,6312],[6600,6621],[7453,7473],[8839,8859],[8908,8928],[9116,9139],[9142,9220],[13761,13781],[15873,15893],[17824,17857],[19676,19716],[19874,19915],[20395,20415],[21364,21384],[31306,31326],[31408,31428],[33243,33263],[34990,35010],[42483,42523],[42536,42644],[42689,42729],[42758,42798],[42846,43007],[43032,43072],[43081,43121],[43122,43266],[43283,43352],[43458,43567],[43640,43806],[43990,44030],[44176,44216],[44408,44448],[44514,44534],[44559,44589],[44690,44767],[44849,44869],[44945,44985]",250.1447
