File: series_3
Data points: 45216
Detected representative subsequence: 29

Representative subsequence 1: position=[104,135]
Representative subsequence 2: position=[189,213]
Representative subsequence 3: position=[299,320]
Representative subsequence 4: position=[432,452]
Representative subsequence 5: position=[473,493]
Representative subsequence 6: position=[498,528]
Representative subsequence 7: position=[560,580]
Representative subsequence 8: position=[630,655]
Representative subsequence 9: position=[1059,1083]
Representative subsequence 10: position=[1787,1808]
Representative subsequence 11: position=[1810,1869]
Representative subsequence 12: position=[1882,1902]
Representative subsequence 13: position=[1917,1956]
Representative subsequence 14: position=[2181,2201]
Representative subsequence 15: position=[3815,3841]
Representative subsequence 16: position=[3906,3929]
Representative subsequence 17: position=[4018,4038]
Representative subsequence 18: position=[4065,4092]
Representative subsequence 19: position=[5411,5455]
Representative subsequence 20: position=[5839,5861]
Representative subsequence 21: position=[5912,5932]
Representative subsequence 22: position=[7460,7511]
Representative subsequence 23: position=[9171,9191]
Representative subsequence 24: position=[9219,9239]
Representative subsequence 25: position=[15194,15216]
Representative subsequence 26: position=[15219,15239]
Representative subsequence 27: position=[19418,19438]
Representative subsequence 28: position=[19511,19531]
Representative subsequence 29: position=[19547,19587]

==== ClaSP Scores ====
Timestep, Score
100, 0.665970
120, 0.664915
140, 0.664092
160, 0.663401
180, 0.662854
200, 0.662459
220, 0.662087
240, 0.661792
260, 0.661529
280, 0.661202
300, 0.660904
320, 0.660680
340, 0.660490
360, 0.660303
380, 0.660150
400, 0.659990
420, 0.659844
440, 0.661064
460, 0.662156
480, 0.661881
500, 0.662828
520, 0.662566
540, 0.662328
560, 0.662080
580, 0.661864
600, 0.661647
620, 0.661410
640, 0.661086
660, 0.660763
680, 0.661380
700, 0.662016
720, 0.664918
740, 0.664611
760, 0.664977
780, 0.665926
800, 0.667550
820, 0.667255
840, 0.668143
860, 0.670737
880, 0.671533
900, 0.673421
920, 0.672968
940, 0.672459
960, 0.671933
980, 0.671578
1000, 0.671296
1020, 0.673049
1040, 0.675804
1060, 0.678633
1080, 0.678695
1100, 0.678197
1120, 0.677693
1140, 0.677299
1160, 0.676783
1180, 0.676153
1200, 0.675652
1220, 0.675216
1240, 0.674792
1260, 0.674377
1280, 0.673989
1300, 0.674828
1320, 0.674391
1340, 0.674432
1360, 0.675138
1380, 0.676647
1400, 0.676816
1420, 0.677485
1440, 0.676916
1460, 0.676573
1480, 0.676895
1500, 0.677531
1520, 0.677188
1540, 0.678098
1560, 0.677722
1580, 0.677886
1600, 0.677660
1620, 0.677360
1640, 0.677592
1660, 0.677249
1680, 0.678253
1700, 0.678003
1720, 0.679433
1740, 0.679113
1760, 0.679584
1780, 0.680089
1800, 0.679690
1820, 0.679869
1840, 0.679383
1860, 0.679798
1880, 0.679411
1900, 0.679394
1920, 0.679172
1940, 0.678754
1960, 0.679110
1980, 0.678508
2000, 0.677962
2020, 0.677651
2040, 0.677372
2060, 0.679439
2080, 0.682207
2100, 0.682433
2120, 0.682313
2140, 0.682995
2160, 0.682567
2180, 0.684428
2200, 0.685195
2220, 0.684583
2240, 0.685808
2260, 0.688913
2280, 0.690269
2300, 0.690541
2320, 0.692744
2340, 0.693013
2360, 0.693184
2380, 0.692996
2400, 0.692633
2420, 0.691986
2440, 0.691729
2460, 0.691280
2480, 0.690886
2500, 0.690650
2520, 0.690831
2540, 0.690285
2560, 0.689762
2580, 0.689418
2600, 0.689030
2620, 0.688970
2640, 0.689039
2660, 0.689105
2680, 0.688935
2700, 0.688409
2720, 0.688840
2740, 0.688443
2760, 0.689028
2780, 0.688628
2800, 0.688262
2820, 0.688314
2840, 0.688275
2860, 0.687914
2880, 0.687542
2900, 0.687389
2920, 0.687220
2940, 0.689655
2960, 0.689364
2980, 0.688915
3000, 0.689056
3020, 0.689936
3040, 0.691609
3060, 0.691287
3080, 0.690896
3100, 0.690524
3120, 0.690242
3140, 0.691296
3160, 0.691838
3180, 0.691883
3200, 0.691846
3220, 0.692093
3240, 0.692406
3260, 0.692649
3280, 0.692938
3300, 0.692978
3320, 0.695902
3340, 0.699719
3360, 0.702336
3380, 0.702995
3400, 0.704293
3420, 0.704705
3440, 0.705348
3460, 0.705184
3480, 0.704780
3500, 0.705127
3520, 0.704937
3540, 0.704853
3560, 0.704744
3580, 0.704969
3600, 0.704708
3620, 0.704331
3640, 0.705931
3660, 0.706005
3680, 0.706810
3700, 0.708842
3720, 0.712222
3740, 0.712347
3760, 0.712359
3780, 0.713369
3800, 0.712892
3820, 0.712538
3840, 0.712908
3860, 0.712638
3880, 0.712738
3900, 0.713016
3920, 0.712657
3940, 0.712447
3960, 0.712551
3980, 0.712180
4000, 0.711884
4020, 0.711549
4040, 0.711264
4060, 0.711391
4080, 0.711249
4100, 0.710934
4120, 0.710692
4140, 0.710225
4160, 0.709939
4180, 0.709771
4200, 0.709850
4220, 0.710128
4240, 0.709851
4260, 0.709759
4280, 0.710257
4300, 0.710020
4320, 0.710046
4340, 0.709837
4360, 0.709476
4380, 0.709242
4400, 0.710241
4420, 0.712305
4440, 0.712183
4460, 0.712331
4480, 0.712281
4500, 0.711999
4520, 0.712497
4540, 0.712457
4560, 0.712082
4580, 0.712267
4600, 0.711924
4620, 0.711656
4640, 0.711289
4660, 0.711249
4680, 0.710970
4700, 0.711061
4720, 0.710755
4740, 0.710989
4760, 0.711395
4780, 0.711103
4800, 0.710941
4820, 0.711548
4840, 0.712377
4860, 0.712940
4880, 0.713908
4900, 0.714425
4920, 0.714112
4940, 0.713839
4960, 0.713611
4980, 0.713321
5000, 0.713013
5020, 0.712779
5040, 0.712569
5060, 0.712626
5080, 0.712790
5100, 0.712661
5120, 0.712545
5140, 0.713208
5160, 0.714004
5180, 0.714027
5200, 0.713870
5220, 0.713867
5240, 0.713619
5260, 0.713372
5280, 0.713573
5300, 0.713346
5320, 0.713400
5340, 0.713547
5360, 0.713200
5380, 0.713726
5400, 0.714336
5420, 0.714651
5440, 0.714477
5460, 0.714017
5480, 0.713817
5500, 0.713443
5520, 0.713112
5540, 0.712814
5560, 0.712527
5580, 0.712857
5600, 0.713266
5620, 0.713569
5640, 0.713910
5660, 0.713920
5680, 0.713778
5700, 0.713985
5720, 0.714291
5740, 0.715284
5760, 0.715682
5780, 0.716410
5800, 0.717674
5820, 0.718337
5840, 0.719513
5860, 0.719559
5880, 0.719314
5900, 0.719481
5920, 0.719131
5940, 0.718875
5960, 0.718569
5980, 0.718440
6000, 0.718589
6020, 0.718132
6040, 0.718213
6060, 0.717905
6080, 0.717788
6100, 0.717649
6120, 0.718748
6140, 0.718404
6160, 0.718985
6180, 0.718693
6200, 0.718385
6220, 0.718675
6240, 0.718741
6260, 0.718824
6280, 0.718798
6300, 0.718622
6320, 0.718414
6340, 0.718293
6360, 0.718050
6380, 0.718871
6400, 0.719284
6420, 0.718805
6440, 0.718280
6460, 0.717873
6480, 0.717782
6500, 0.718816
6520, 0.718712
6540, 0.718460
6560, 0.718128
6580, 0.717604
6600, 0.717128
6620, 0.716922
6640, 0.716916
6660, 0.716822
