Index,Dataset,Representative_Subsequence_Positions,DetectTime
1,Finance_nikkei,"[92,172],[179,248],[251,291],[323,363],[379,419],[436,476],[478,518],[527,567],[573,613]",0.5281
2,Finance_nikkei,"[120,140],[156,177],[247,353]",0.3936
3,Finance_nikkei,"[142,214],[254,294],[327,387],[431,471],[534,574],[599,639],[712,772],[1014,1054],[1068,1108]",0.5325
4,Finance_nikkei,"[120,140],[224,244],[249,300],[334,354],[962,1003]",0.6962
5,Finance_nikkei,"[80,210],[220,328],[332,372],[970,1095]",0.4782
6,Finance_nikkei,"[100,131],[247,447],[452,492],[507,547],[565,605],[655,695],[709,780],[783,823],[866,928],[950,990]",0.5227
7,Finance_nikkei,"[110,150],[243,284],[345,391],[619,838],[847,887]",0.5014
8,Finance_nikkei,"[100,120],[189,209],[307,327],[363,492],[594,655],[659,838],[1083,1123]",0.4983
9,Finance_nikkei,"[129,150],[415,491],[685,725]",0.4194
